ndb_patch,ndb_ufes_patch_label,ndb_ufes_patch_label_status,sab_patch_label,sab_patch_label_status,patch_label_agreement_status,current_reconstructed_patch_label,current_metadata_vs_complete_patch_label_status,final_validated_wsi_id,public_wsi_pseudonym,previous_reconstructed_ndb_origin_id,previous_public_ndb_wsi_match,pixel_containment_status,x,y,width,height,linkage_evidence_level,reviewer_status,notes,origin_audit_id,sab_origin_folder,sab_origin_folder_label_normalized,current_origin_label_from_patch_csv,current_origin_label_from_sab_origin_exact_match,ndb_ufes_patch_label_source,sab_patch_label_source,dataset_use_status,patch_vs_origin_plausibility_status,coordinate_status,sab_origin_width,sab_origin_height
p2424,with_dysplasia,available,with_dysplasia,available,agrees,with_dysplasia,agrees,public_ndb_wsi_0165,public_ndb_wsi_0165,165.0,165.0,exact_pixel_match,457,993,512,512,validated_exact_public_wsi,auto_validated_by_pixel_containment,,origin_audit_0192,leucoplasia,broad_leukoplakia_unknown_dysplasia,with_dysplasia,with_dysplasia,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,requires_manual_review,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2425,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0193,sab_only_wsi_0193,,,exact_pixel_match,559,78,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0193,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2426,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0193,sab_only_wsi_0193,,,exact_pixel_match,641,455,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0193,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2427,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0193,sab_only_wsi_0193,,,exact_pixel_match,464,867,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0193,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2428,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0193,sab_only_wsi_0193,,,exact_pixel_match,1374,151,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0193,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2429,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0193,sab_only_wsi_0193,,,exact_pixel_match,427,188,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0193,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2430,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0193,sab_only_wsi_0193,,,exact_pixel_match,1088,808,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0193,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2431,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0193,sab_only_wsi_0193,,,exact_pixel_match,1049,511,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0193,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2432,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0193,sab_only_wsi_0193,,,exact_pixel_match,1066,496,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0193,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2433,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0193,sab_only_wsi_0193,,,exact_pixel_match,419,164,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0193,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2434,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0193,sab_only_wsi_0193,,,exact_pixel_match,637,493,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0193,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2435,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0193,sab_only_wsi_0193,,,exact_pixel_match,575,748,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0193,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2436,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0193,sab_only_wsi_0193,,,exact_pixel_match,1517,166,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0193,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2437,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0193,sab_only_wsi_0193,,,exact_pixel_match,594,168,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0193,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2438,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0194,sab_only_wsi_0194,,,exact_pixel_match,321,304,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0194,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2439,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0194,sab_only_wsi_0194,,,exact_pixel_match,167,530,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0194,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2440,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0194,sab_only_wsi_0194,,,exact_pixel_match,1514,341,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0194,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2441,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0194,sab_only_wsi_0194,,,exact_pixel_match,26,620,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0194,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2442,with_dysplasia,available,with_dysplasia,available,agrees,unknown,current_metadata_missing_patch,sab_only_wsi_0194,sab_only_wsi_0194,,,exact_pixel_match,381,43,512,512,validated_exact_sab_only,auto_validated_by_pixel_containment,"SAB WSI contains patch exactly, but no exact public NDB-UFES WSI match was found.",origin_audit_0194,benigno,without_dysplasia,,,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,metadata_insufficient,plausible_but_origin_patch_disagreement,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2443,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0166,public_ndb_wsi_0166,166.0,166.0,exact_pixel_match,51,730,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0195,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2444,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0166,public_ndb_wsi_0166,166.0,166.0,exact_pixel_match,1335,295,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0195,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2445,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0166,public_ndb_wsi_0166,166.0,166.0,exact_pixel_match,1253,593,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0195,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2446,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0166,public_ndb_wsi_0166,166.0,166.0,exact_pixel_match,878,453,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0195,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2447,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0166,public_ndb_wsi_0166,166.0,166.0,exact_pixel_match,1534,958,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0195,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2448,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0166,public_ndb_wsi_0166,166.0,166.0,exact_pixel_match,983,135,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0195,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2449,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0166,public_ndb_wsi_0166,166.0,166.0,exact_pixel_match,975,719,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0195,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2450,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0166,public_ndb_wsi_0166,166.0,166.0,exact_pixel_match,152,225,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0195,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2451,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0166,public_ndb_wsi_0166,166.0,166.0,exact_pixel_match,98,1011,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0195,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2452,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0166,public_ndb_wsi_0166,166.0,166.0,exact_pixel_match,1449,656,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0195,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2453,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0166,public_ndb_wsi_0166,166.0,166.0,exact_pixel_match,354,759,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0195,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2454,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0166,public_ndb_wsi_0166,166.0,166.0,exact_pixel_match,514,22,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0195,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2455,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0166,public_ndb_wsi_0166,166.0,166.0,exact_pixel_match,812,244,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0195,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2456,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0166,public_ndb_wsi_0166,166.0,166.0,exact_pixel_match,130,886,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0195,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2457,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0170,public_ndb_wsi_0170,170.0,170.0,exact_pixel_match,415,860,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0197,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2458,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0170,public_ndb_wsi_0170,170.0,170.0,exact_pixel_match,846,143,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0197,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2459,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0170,public_ndb_wsi_0170,170.0,170.0,exact_pixel_match,157,31,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0197,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2460,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0170,public_ndb_wsi_0170,170.0,170.0,exact_pixel_match,562,283,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0197,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2461,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0170,public_ndb_wsi_0170,170.0,170.0,exact_pixel_match,278,852,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0197,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2462,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0170,public_ndb_wsi_0170,170.0,170.0,exact_pixel_match,1155,638,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0197,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2463,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0170,public_ndb_wsi_0170,170.0,170.0,exact_pixel_match,722,924,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0197,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2464,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0170,public_ndb_wsi_0170,170.0,170.0,exact_pixel_match,887,487,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0197,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2465,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0170,public_ndb_wsi_0170,170.0,170.0,exact_pixel_match,1500,869,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0197,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2466,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0170,public_ndb_wsi_0170,170.0,170.0,exact_pixel_match,548,557,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0197,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2467,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0170,public_ndb_wsi_0170,170.0,170.0,exact_pixel_match,231,336,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0197,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2468,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0170,public_ndb_wsi_0170,170.0,170.0,exact_pixel_match,1034,390,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0197,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2469,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0170,public_ndb_wsi_0170,170.0,170.0,exact_pixel_match,1133,1011,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0197,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2470,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0168,public_ndb_wsi_0168,168.0,168.0,exact_pixel_match,439,388,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0198,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2471,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0168,public_ndb_wsi_0168,168.0,168.0,exact_pixel_match,1096,676,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0198,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2472,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0168,public_ndb_wsi_0168,168.0,168.0,exact_pixel_match,1439,790,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0198,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2473,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0168,public_ndb_wsi_0168,168.0,168.0,exact_pixel_match,144,469,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0198,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
p2474,with_dysplasia,available,with_dysplasia,available,agrees,oscc,disagrees,public_ndb_wsi_0168,public_ndb_wsi_0168,168.0,168.0,exact_pixel_match,1229,860,512,512,validated_exact_with_metadata_conflict,expert_metadata_review_recommended,"Patch-to-WSI linkage is exact, but label or metadata sources disagree. Current reconstructed metadata label differs from the complete parsed patch label CSV.",origin_audit_0198,carcinoma,oscc,oscc,oscc,sabpatch_parsed_folders.csv,sabpatch_parsed_folders.csv,source_disagreement,plausible,recovered_from_sab_exact_or_near_pixel_match,2048,1536
